,id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
357,973,1.773710291496265e-229,9.727925331658573e-297,1.0673921025271574e-269,2.8109393548497335e-197,0.0,3.800005060692308e-126,7.232607577591664e-175,1.9596353246867473e-249,9.000291594210617e-192,2.811807059257062e-284,1.450653818964469e-198,1.9620034881882922e-289,1.369057559776413e-251,1.674878602748135e-252,1.1179951205251637e-290,1.130982e-317,6.494934466375023e-224,9.226237776566662e-240,8.503982922483796e-258,6.646638093360691e-264,3.9771643100056993e-187,1.8971843366172935e-183,1.8176081735311363e-171,8.739494481763769e-232,8.740893629247397e-260,5.919011153933954e-208,6.611775418465592e-191,6.00797462857791e-237,4.879403208531835e-198,5.489422867560564e-215,5.1579223218914145e-235,5.074861835768687e-167,1.4215469153183712e-240,9.920124556043575e-208,5.6266108010557714e-239,2.9722368779348658e-260,9.401889772200238e-214,6.514762616004642e-235,1.882717457590556e-254,2.701256404736078e-211,1.410563064986002e-213,8.4228111572152e-259,1.7571340767117416e-282,2.0425442315607915e-210,2.9497268395301383e-207,4.5789568689313244e-240,3.16278925566144e-175,2.3423890443741654e-302,4.761678770633739e-282,1.3391875647126557e-265,8.504589992606752e-190,2.1301313589063223e-103,1.7729859610337275e-230,1.0651560123956403e-200,6.120220561647808e-185,2.3208429534769895e-171,5.054165171098187e-103,3.128093e-318,1.1207307164747556e-245,7.713265207920786e-131,8.316561983428262e-272,1.5983865473438653e-266,1.3596349152615536e-232,3.0748838496701296e-153,4.893737156573972e-151,7.891487179007278e-227,7.377242842094713e-177,4.0173879551511105e-159,4.686071975412369e-200,2.812983202948455e-186,3.5143793094711142e-174,1.5238743860701385e-161,5.776020020930508e-136,8.0884208578782085e-221,4.685523130045724e-135,2.9812116550877613e-204,5.567570794820856e-221,1.4918240554138778e-147,1.0,1.722231363242925e-208,1.1623768246302231e-113,1.905675923154977e-223,7.332581202435032e-168,1.0458705564618347e-142,1.6780932135819224e-229,2.6351637459664e-310,2.7799318680179746e-229,2.576067460661413e-187,4.157128979704605e-174,0.0,4.464391466787077e-247,6.672784435365757e-308,2.6087314984644512e-207,2.8566063141986925e-213,1.664970952678028e-210,2.349328197431625e-262,3.5997354017728916e-231,1.3098845031874105e-233,5.319537328449602e-255
358,974,2.889775842308743e-233,1.130524061335825e-308,4.0328642845566156e-192,3.0210639376148814e-167,0.0,1.5021757439354722e-180,2.349333779745219e-162,2.5484494806692747e-233,2.025218448107163e-208,0.0,5.796138200919836e-232,2.065474118315208e-289,1.145731490750921e-251,1.2578761723136466e-243,3.110946804890275e-262,1.2189125626961822e-263,4.714012922794539e-287,1.961672183337451e-217,9.622678547307294e-279,9.125704393474954e-273,2.5837408621259987e-211,4.316845911585646e-261,3.250458571477042e-189,2.9575689624402887e-255,1.0978659035433345e-264,3.0508391803944774e-233,2.9902403571472763e-199,6.7309463813991096e-264,6.93714250424213e-195,1.710042970099353e-210,3.2194449575642644e-207,5.8008392884024574e-179,4.378104662410968e-221,1.0254839108680771e-185,4.66644704680959e-215,2.0253810036017227e-274,8.473308896079171e-198,4.3657411631640686e-221,2.268158783446775e-220,4.99363694510293e-205,1.9128918473504605e-179,1.0550293107194057e-222,9.082513436024603e-248,3.383691649647582e-185,7.3697845390919e-244,1.2995870366087002e-124,1.0139785477041335e-232,5.782974163323517e-274,3.764952815413979e-238,3.2634503146184205e-259,3.664676434717297e-148,6.538416896750603e-213,5.18217359100047e-178,4.243080113105882e-214,1.0339302615186477e-207,2.700144241010566e-171,3.0527967477084875e-243,2.1733517745642125e-245,1.5680795025120429e-142,2.482271739774663e-72,1.679074554158419e-251,4.244502213003727e-236,5.607289032635851e-247,2.2428919015449384e-83,1.6937976320156764e-307,7.281277699594549e-236,4.5668051641040325e-223,6.692401712844532e-124,2.5429098184597067e-195,2.3863491960589057e-143,3.093768212019676e-160,8.163153722526901e-107,1.6919315321676566e-205,9.423256434088354e-200,0.0,4.5397586163448204e-296,1.4394690257653214e-178,3.3266209441994464e-206,1.9665469286056728e-177,6.72580967541121e-157,1.8596168924337336e-125,4.6207970985432577e-166,1.0,2.9944247073680108e-195,2.5379497056776448e-236,3.718833519898353e-250,1.8915101562453883e-187,6.251278139206416e-156,0.0,4.1319655186703445e-302,2.5253862385737227e-205,1.6961565966600785e-303,5.80868873726829e-202,7.5012229879555e-217,5.282605506704649e-181,5.004010620800169e-248,1.2494511076944335e-203,8.37131886922e-312,1.46488719318701e-238
359,977,1.1017887182854101e-162,3.4690125152417914e-208,9.424345797811272e-153,6.020344580881366e-107,5.7e-321,1.0,2.4008729754467013e-105,1.7139402320127598e-170,1.1085716402884942e-147,8.624125714365942e-273,1.0927672545494399e-131,4.699432990849549e-211,6.934675584244757e-204,4.161071698529198e-205,1.73548065471988e-234,1.7835213132544704e-171,1.660013980777948e-180,2.14935673700351e-166,1.0315748443471445e-168,2.249109618806133e-204,3.343239526137117e-143,8.985577489722923e-115,5.779983037983157e-118,1.8626907010293222e-158,5.914546266410674e-173,5.752272400169112e-132,5.899643015062913e-141,5.204855482200677e-154,1.3396480177525707e-70,1.3163017439441437e-120,5.532435398424013e-89,1.1568342113955624e-104,1.20355148418677e-137,1.6257832620433299e-130,4.825848133106563e-130,6.061692933602046e-167,5.763156746865563e-147,1.0900672998474905e-139,3.4746507184553107e-163,1.1294965864726115e-108,7.242282305000763e-105,2.9602830960847053e-198,2.4420157989428187e-150,4.922949502446841e-121,1.191383185977857e-137,1.4263016772213827e-145,2.4557532138721776e-167,1.1925252331157911e-262,3.744721874187288e-217,2.423106094488548e-188,1.244713648589025e-112,1.135000446612766e-121,4.99720711834666e-134,1.7233552952562518e-154,4.9968615957053594e-120,2.1570079652349697e-123,1.6622836597977253e-102,1.6031172208150912e-219,1.7604868724494224e-143,1.454841017425122e-100,2.87282592520898e-188,1.3612810529896423e-180,3.220252692000842e-145,1.0554035898998717e-173,2.4073170776466415e-173,4.2417777221373253e-162,5.696956953172626e-101,4.02256059544575e-102,1.4594997187405256e-110,1.9325317335411344e-93,1.153370403220709e-106,5.456372362471927e-115,2.3711456836546741e-141,2.7276833286515457e-107,2.0171347288197855e-209,1.3474348318402864e-197,1.0145153271841832e-98,1.2530454544651458e-101,3.0596331962641727e-109,5.433756948652971e-127,4.357322877304477e-77,6.8390116698076035e-112,2.914310190780836e-169,5.822191184672252e-113,2.4303438706101538e-207,1.6583960625202842e-194,6.90096856562787e-134,1.3362254214611241e-96,1.5569567387842777e-229,4.640210936686767e-235,2.3216227804573133e-151,7.635985151228668e-230,8.776684066211695e-140,1.317557040114874e-159,2.1850690348990164e-123,3.867699502389837e-200,1.0117073163168822e-121,4.400141098772163e-170,5.026428340733124e-155
360,980,5.41558245987771e-195,3.3221190787291512e-248,2.2293138861408087e-162,2.5880362079912804e-137,0.0,3.2406252185910537e-156,5.486957203713539e-205,4.743269482834385e-198,1.4926213334494574e-191,5.2495164636e-314,1.7550271865448007e-142,6.917471306209849e-226,3.954862948689458e-233,5.895345225973693e-196,1.1761025094577842e-247,2.887409396694725e-256,3.462088487660941e-207,7.320882729601087e-161,1.3442685654631922e-188,1.01264100433405e-226,4.111815127334108e-180,3.0077567401861924e-163,3.28151026575675e-130,2.156492032953441e-132,1.9100169771839053e-201,3.2576573746739866e-132,3.885889711876224e-191,2.976367699352837e-157,2.8743848774210326e-113,5.72662658481994e-136,1.6810856098592438e-114,1.8456145278696488e-142,3.7706310975624816e-213,5.456916781877281e-174,6.021549965935845e-109,8.111046276052097e-290,2.5980457590676482e-151,2.1515460954154593e-160,5.635505996284004e-171,3.3602038088063164e-133,8.442149400559183e-131,3.7102927125119224e-242,8.291829920555834e-144,2.101402862393146e-149,1.674264108074814e-151,2.6027129962000815e-194,1.8193428625886766e-226,2.4953578753645865e-265,2.9966290249550716e-217,6.483915971243779e-209,4.364599924062581e-123,2.0022013921532934e-186,4.4300371176766064e-131,4.9381867940052945e-155,2.853623914732732e-112,6.189601673798807e-121,3.489829050289447e-186,4.966051585270007e-209,4.480359186393132e-155,1.133028144691689e-178,1.451767875575657e-197,1.0,6.752205382074358e-150,3.439247852918553e-299,2.8788171045375045e-216,1.5298225445934214e-179,8.726387987592311e-124,8.129390434397643e-123,1.87197911846311e-104,2.2048259844033964e-72,9.42617263932221e-104,1.6494894665222653e-200,8.550547284554626e-193,1.9090588461290882e-106,3.889267099414342e-290,1.361736966342146e-218,3.1007690184878754e-126,1.3503725008543046e-146,1.1493758330063058e-260,2.2671402387420944e-140,6.923230413285161e-176,5.212827361043931e-79,7.465578201108914e-244,6.355220032103751e-162,2.7085168905663125e-198,1.592519925230929e-238,2.4253638944126802e-120,1.8413235867932908e-139,1.1941887487700623e-261,5.6998994464815675e-251,8.194799376161589e-113,7.569655547593103e-251,2.871352770435434e-146,2.5918818432233227e-168,2.606994333257905e-164,1.7960829249014e-212,5.159893490275588e-93,8.852322651506664e-210,4.214015327691201e-180
361,982,2.0540906654098646e-159,2.961103097584115e-232,1.217416584599329e-118,1.9980430884104713e-89,0.0,6.562366955874425e-118,2.2612252283229672e-148,1.7921150296059858e-205,2.6580367802147827e-167,0.0,1.1416132509356285e-155,6.06373176957336e-232,7.273118622492754e-229,2.0641074436179584e-212,2.507372315126517e-232,3.4191748760957e-178,4.3906783467491667e-209,1.4108948539497474e-161,2.157157309650636e-198,1.1495049423539833e-216,6.909752303802061e-165,6.153555187701967e-80,8.463270562785035e-63,2.5638174141182885e-60,1.3009501183364082e-126,2.6007097172053944e-61,1.673806027959273e-168,1.791773884957772e-119,3.2047727236857026e-59,1.0361037749082088e-58,2.5707628944712605e-66,3.5824404559692303e-87,2.625242059773637e-108,1.0000171990790293e-108,2.1363854729534566e-56,7.643779342735033e-282,9.047054844859001e-82,1.0,3.7567901232103997e-28,1.9680838427607733e-25,8.164295130188968e-37,5.551884151000313e-197,1.8112075199438268e-147,7.239601824243404e-107,1.933024074741836e-167,1.2935835458983572e-122,6.886407693534512e-184,3.368605387466229e-269,8.358121489991744e-229,3.5746539573930815e-202,3.5144590979128226e-113,2.24934659685815e-150,6.695426627869626e-118,8.475892205605682e-151,1.4106316774469803e-119,1.2893800541619414e-120,1.7567412429950156e-175,1.4863104940755553e-129,4.6374569488913595e-119,4.842017756842206e-153,1.8864787823180336e-163,7.235225836727376e-156,3.526152108934993e-96,1.791207049494884e-261,1.5271756758679357e-187,5.124121684008035e-151,2.576011921306744e-127,3.819094222033011e-74,1.7625159583207276e-107,2.2613388690665608e-104,5.206091602847598e-90,4.8496240249238236e-191,6.303438619029415e-138,1.4166723394157925e-126,6.915927364188248e-282,6.921377916061506e-213,1.4688263253298438e-124,1.42554530883111e-104,5.760134133391901e-223,1.771880177610966e-83,1.7180060609354084e-165,1.91297797756173e-93,8.226181728285637e-228,1.386935857925565e-132,8.478913390827164e-168,7.31541159376547e-198,8.795083840675507e-123,4.5575522893869626e-94,1.7204588455076796e-224,5.930840213661794e-250,3.998368759704063e-130,9.9668903600474e-229,1.3592105287248091e-156,1.125925715586738e-183,3.7818257022618336e-137,3.1060504199515134e-212,3.2443034580416643e-56,1.992932914983788e-161,6.946849988977553e-164
362,984,2.2733335436418765e-75,1.6983303297330834e-201,4.885655265623263e-146,1.2921454041284062e-38,0.0,1.3411019121305876e-120,2.2631178263029153e-163,1.2443424298141227e-157,2.891546992247222e-126,2.978198115263322e-253,4.643612754026486e-77,2.2673443155302058e-144,1.8428167902293615e-153,1.242451281676639e-142,3.160802213517817e-164,8.43779568922493e-208,2.663854807404654e-126,1.9804730295992754e-113,2.512415372225639e-77,4.224126866769533e-195,5.421600103444494e-110,7.42277428683211e-83,1.0602852267675604e-71,1.4551418764166403e-84,3.6080915865222045e-33,1.665765199510475e-83,2.2500882659961326e-119,1.59803030226045e-74,3.403477724851153e-76,7.108526211781993e-94,3.2617170934100726e-57,1.7370017675161298e-76,7.036318531922988e-130,7.635967640366102e-131,1.330079468638465e-98,5.329767725958429e-257,3.009897703240541e-128,1.0288820422824753e-107,6.501866327617831e-109,7.425413768788551e-69,1.6012449855737886e-91,4.47961302288229e-136,2.4420794163830766e-151,1.0,1.967321125530849e-99,4.73172879003556e-118,1.8247657730750953e-126,1.6430532888408756e-221,5.933270010647005e-135,9.266457842611829e-94,4.971606757622751e-72,2.551220487454049e-102,9.364555368888616e-52,3.7732100180459325e-76,3.820684142360948e-83,7.779839880726598e-82,3.0886683622221546e-111,6.1298319278016054e-158,9.313526215862519e-77,3.6057849222249205e-139,4.342869131902905e-102,1.8110616440086994e-144,6.145070402725716e-85,2.699388054121187e-227,1.5850001807997666e-158,1.8532253940207798e-107,8.174947064737958e-82,1.257141936064446e-75,1.5736275719215286e-73,1.358240618066677e-34,5.6347335394611906e-83,2.3220303381512217e-138,2.6887332989114674e-151,8.588005404364629e-76,9.299112227322666e-207,1.6371472190606908e-134,2.7024623762895333e-85,3.948211992612627e-70,8.231550704726332e-202,3.520226432445811e-53,8.783315580071102e-132,1.2125932868286936e-56,2.2363416654698227e-191,4.695264267515653e-81,8.214234487401108e-164,2.6105019562941103e-143,2.362490464936639e-58,4.817930503864486e-104,1.857367746830787e-230,4.09054018435498e-158,7.103403011097671e-78,3.6979971567625155e-141,5.787823606377421e-100,7.301251209978697e-81,4.08188939975074e-94,4.250386620999513e-125,1.9641123383492317e-18,8.195097206658212e-74,3.197802699782498e-88
363,986,5.4052521511857566e-163,3.9604640314046854e-226,2.9520073651389887e-152,3.3297418997117965e-96,0.0,4.395671623404401e-109,1.405970401038162e-156,5.289014414308177e-185,5.657980596321278e-164,0.0,1.414277472499262e-130,1.2576764268485648e-218,9.922391308738563e-178,3.074976669401721e-184,6.1562055123052366e-229,3.539196216882556e-135,6.056952850262445e-218,1.4050323445456057e-163,1.7876541109489617e-205,4.452764392181571e-229,4.097620536792632e-155,1.511033777102376e-146,2.5141924323126636e-99,2.45819513787647e-143,1.5880275782630343e-161,1.0145591184120342e-107,2.869084322560797e-149,4.997446219533172e-180,4.724012569833228e-75,1.1890477573903493e-98,3.311286275886997e-104,1.1122216123148393e-70,3.459030374322165e-116,1.0,1.8953031178969416e-112,1.2508633326657824e-192,3.1886606496193947e-116,1.2166868949907115e-124,6.228757931429604e-107,2.856366816426157e-98,3.079332512618121e-70,2.6491150198649673e-176,3.752152804599247e-179,1.863641574302924e-139,2.6291918223965643e-170,3.19902696059651e-70,4.381685665468775e-120,1.926550663878656e-289,6.41381826507769e-203,1.3907599703929569e-177,9.864739332509804e-129,1.9884513100984316e-108,9.446597065626973e-108,2.4288021358539403e-130,3.59082048768584e-113,8.995660994125983e-94,1.5623625675934163e-136,1.6686597089315276e-194,9.072519328057596e-132,1.8779188148278858e-170,1.359709490689528e-169,3.693254552002231e-184,2.4337701541830253e-119,1.1900899928268997e-259,2.804630425819151e-194,1.611883417893735e-122,8.709838536504875e-144,2.0382488502926144e-117,1.3015462141706008e-109,5.6135363681169806e-117,1.8702264162300835e-110,7.5996971637983825e-180,4.411409568859792e-181,2.3144118476141405e-149,4.997963303786272e-233,1.3831298107721574e-177,6.647490281610493e-152,5.6393182062046495e-145,5.229160503435738e-199,1.1717998762932955e-78,1.8345091802792261e-146,1.0156359210828246e-116,3.245890193387369e-193,3.1725562290217974e-118,1.458718310045335e-183,7.974176927625499e-204,1.2221737085542517e-120,6.757834482252772e-139,8.709057616411237e-225,2.4605432187047573e-273,1.7941751479410356e-147,1.0668158565375427e-208,1.2725733541557926e-141,1.1722899578457329e-149,1.8641395410694088e-131,1.1974738336722666e-230,2.3874957363409855e-129,8.199774978773991e-217,1.1036211842456453e-155
364,988,2.886019284634749e-96,1.5628710048475229e-171,1.8939569395465495e-114,2.1313041173125223e-28,0.0,4.973480705955896e-100,1.493386391466484e-131,4.605417368995711e-115,9.197868050849507e-99,4.247163018739996e-282,8.186124885584232e-69,1.6309132259614406e-141,1.563873830597442e-123,2.632681086949972e-110,5.008875812542567e-161,5.2800152918391565e-196,1.8410875299466374e-123,1.5026856825747324e-78,1.8919453830218514e-131,1.0076708089434013e-123,6.3888178812987384e-108,1.055084134849655e-89,2.4576971608369783e-72,2.8218712773629985e-94,2.976711403832364e-131,2.8057202109333045e-77,3.006302139764056e-98,1.8209921245013277e-107,2.669516147015865e-75,1.0886275180021338e-81,5.64741167925245e-53,3.024548038731578e-69,1.3424523822022198e-104,5.888912583882726e-94,3.1279586706563303e-86,2.6881319655460792e-213,7.689471196363883e-92,4.251824941502887e-109,4.5814688208440114e-110,5.419930076972721e-76,4.2260953326890245e-79,1.7024715644360613e-123,4.96390003021615e-146,2.8868832989998846e-57,1.1331666223433608e-108,8.190255362909929e-76,9.510645036061335e-119,1.0511042938151488e-179,8.473169019502444e-122,2.416758704211439e-116,6.293395874944309e-26,3.2575800322708595e-94,3.0986453434256744e-30,1.6927360010033436e-30,1.8826061527959944e-45,8.221546280823261e-28,4.358132418939581e-78,2.8784183592218223e-156,6.826119874025341e-74,1.1237324719311e-104,4.1296526889490416e-126,3.2359138381540405e-93,5.9619468123708863e-89,6.104167515690928e-225,2.4473806529072262e-129,5.658541112607544e-80,4.804210076950003e-94,5.238237106758648e-62,1.3212361163261877e-39,1.0,8.126485551543565e-55,1.1162304963472554e-122,6.48082817989601e-142,9.220353112403185e-58,8.361639653594105e-201,1.0472634424422612e-135,1.062932117248597e-61,2.5701043972181172e-76,2.598067599345807e-175,1.9452158593253652e-47,1.412147907073287e-112,3.878314971820632e-34,7.443551840370515e-158,5.442266924314959e-62,4.3597483181746235e-134,3.5761978671371074e-114,5.738640662530081e-25,1.5294088389948902e-50,1.2949327421475956e-233,1.1911404951654056e-190,4.445398521730221e-59,1.1641838486227126e-164,1.0956062027613746e-87,7.031085848384604e-105,1.3323339309109073e-59,2.833419431497226e-144,4.922476642776768e-31,2.8884254731271576e-144,6.941656270286538e-69
365,991,2.5002966923392284e-118,1.6267513940104647e-159,6.714159474056367e-154,4.7240283990419514e-74,0.0,5.27621476674815e-91,7.488681372673161e-198,6.461385635501498e-143,7.549885146373091e-116,1.9838978949593583e-295,1.4524202407174047e-80,7.402135396112918e-187,3.9659774118305e-120,3.1263788735832017e-158,6.258038870537642e-209,1.7042979623270454e-199,1.2510973573163692e-108,3.672026034532079e-148,6.740784932264288e-165,1.6395004177274558e-203,1.1911816418440055e-124,6.041084408427216e-67,4.573020797016625e-81,1.7140677690640694e-149,3.52408131733245e-179,2.3256548831240344e-100,2.9838508282734045e-62,7.228821946141641e-128,1.5454500374371369e-116,1.6970529880534456e-126,2.1427079664077687e-111,1.4291507181687863e-70,1.8320488661517195e-130,1.1438864800715001e-110,1.5920503175917868e-141,9.85269136310142e-206,6.5049055226712456e-133,4.6481648041856047e-172,1.542589866728705e-173,2.538584026168376e-128,2.298608458891069e-133,1.1168472934533474e-121,1.0742363262360601e-185,2.2373246264158056e-116,2.7219362382927483e-111,1.2448004241448698e-140,6.437065500520453e-59,4.929115036443273e-248,1.0751587796441845e-157,2.3914520259661092e-142,2.879908795094289e-104,3.474082290070083e-45,2.38155508562563e-105,1.2416906481453172e-79,1.4483953642030798e-60,2.8906867065152116e-54,1.0,2.569793827339652e-207,4.2904398950838285e-139,9.30537975137467e-154,4.074019862426598e-187,6.320416334238936e-152,4.499238851035876e-114,2.162401418077598e-247,1.33571856388684e-73,4.15160512770197e-103,1.0713807467612068e-97,1.3986283923168942e-110,1.0015774962742496e-81,8.126766696549991e-73,1.1193155693017323e-76,2.0464486342270172e-160,4.9137361455501917e-126,2.904363898992236e-113,4.872599711628711e-116,4.2440388566340275e-91,9.242364865728754e-119,8.03830375391231e-70,2.4470180165124966e-123,2.1272337004748342e-116,4.303627387349572e-124,7.448636102283824e-109,1.7707075220515828e-208,1.871885633872788e-67,9.96232469957563e-154,9.838569437554583e-130,1.716461541949749e-92,1.2683415795428852e-103,3.6532758191534356e-109,8.710346161808922e-257,9.906930543204843e-130,1.255391855383473e-195,2.1555468983772936e-110,1.1766780923613703e-111,2.3638085800387803e-91,1.863766855410807e-158,2.4453971160474005e-115,7.75347419935275e-143,3.9462531607360503e-87
366,997,6.0989874630788396e-161,1.9486983805584276e-264,2.5770720309259837e-204,7.274259724697844e-129,0.0,3.1652355689255242e-96,3.9011269100210173e-140,1.9455610283688088e-201,3.5381629873981906e-176,1.6450248698321081e-292,7.798640313725978e-173,1.8990507073083795e-242,2.8955476008832646e-209,2.810244244265361e-222,2.106512402790494e-229,2.654605530508925e-230,1.0518064090936149e-233,1.93895714309398e-170,8.449179557679076e-153,1.1079229544472862e-246,3.156287225018843e-153,4.378225677970564e-205,7.128412695670276e-169,2.6053205135689718e-186,3.15505300435757e-181,1.7787998023787412e-186,5.3486977818075715e-167,7.341683651216216e-189,2.049306956594727e-136,9.54871228271864e-176,4.122268111272223e-153,1.346666337029847e-159,7.646423038085822e-200,1.140293390773739e-163,3.2595307808344633e-192,2.2899557868334444e-219,2.646852722462542e-177,1.7177623511849982e-179,2.5621372828309386e-199,1.0404395743024e-163,1.8975117004313734e-151,1.5072328566588813e-200,1.747152586785559e-211,4.44190816553668e-114,8.523148994677615e-200,6.804210171953569e-140,1.4816103937180825e-212,8.419165088083541e-262,2.262662434949208e-211,1.5931835640605236e-200,2.316565496164762e-149,1.6836908140785562e-162,1.399597815996943e-141,7.766179775509145e-168,1.453146447096211e-154,4.707002080775457e-143,1.3500480567685084e-177,1.0563543793730542e-252,3.4211841810498347e-131,3.184603576511061e-39,2.8317968457998667e-179,1.1600799336302892e-203,4.360635730779475e-184,6.449442542488754e-101,2.4180133330311546e-254,6.09579945022056e-178,1.1704985373249198e-164,2.3555297008754004e-141,1.8780361387079517e-162,1.243308955604251e-115,9.83446279300724e-119,1.0,5.000782809165008e-196,9.418898073567851e-161,8.31087675559942e-285,1.6691584492079834e-220,5.0612556117797215e-139,8.74335355570378e-146,5.07912935178565e-162,1.4225323689749004e-130,4.140338085772729e-45,2.4932857331172898e-139,2.1436768352872454e-74,8.02848399262753e-155,3.8941538374264353e-182,1.7428116462078927e-221,4.8483230233377674e-152,5.7712239492495e-153,8.4e-323,1.454124718769929e-226,4.1042755859011343e-168,3.676319729068122e-197,2.276917124953148e-164,5.288911628946274e-164,4.310763816939297e-161,1.7624671981173706e-219,1.6692238460716795e-151,1.0296896425129022e-182,6.636678221373747e-184
367,998,1.5101014440372828e-147,1.9934461214674688e-211,1.0584919916676472e-133,4.0901975429864145e-80,0.0,1.0372564692598218e-109,9.0610742924904e-134,2.9013837422258832e-167,2.3852277924266654e-148,0.0,1.5738286716180143e-122,2.647262747363801e-200,9.088654906435275e-155,1.6287232868793997e-163,8.054708718882752e-198,4.151116291988783e-183,3.8250925530974084e-197,2.95679041535054e-132,5.679173647697494e-204,3.681552887442871e-210,2.1114686437122486e-144,8.146791375744139e-145,2.741111485105656e-113,1.3235575450877136e-166,2.6625782991840435e-201,1.3126432719086776e-145,7.886436443826439e-121,1.716725252610849e-173,8.030933544605921e-115,5.438376177335722e-128,1.3640676174525649e-99,1.2802770809700737e-64,4.090317938071404e-114,1.0342598256924139e-54,2.7140174134730996e-130,1.7190956854430782e-230,1.3972553242123616e-128,7.586817364001348e-153,2.5013206000791923e-146,6.108020354548369e-122,3.1320655169102857e-109,2.0918098042243813e-120,1.5745165232288514e-187,1.4939670230067286e-111,6.9309545375448034e-158,1.0,2.0621426188411974e-103,2.093059835982137e-233,1.6969007517300755e-158,2.7676645238104522e-151,1.3349597284060312e-96,5.18338697995946e-99,8.117649062295364e-72,4.8174893087665264e-107,5.843435680209537e-105,3.3250069065313874e-85,7.62008138581731e-147,2.349954535747876e-190,8.246868457185867e-56,4.678622278708542e-128,6.784421286205005e-163,6.117791685774623e-193,1.0809973095965393e-138,5.05618002134343e-224,2.200825806006123e-200,1.744529126012922e-120,1.0420067003431295e-134,4.338465949658644e-111,6.582846860292623e-95,2.21595409652334e-77,1.3077375284977415e-112,8.125806356602337e-155,4.555952506819538e-198,4.059149676457382e-127,2.000069232875353e-242,3.666041425256598e-179,3.3391412546231416e-118,3.32987408805667e-133,5.607622288545379e-208,3.253200741657524e-58,3.226991327378065e-127,3.5079578852914917e-93,9.153862326361415e-133,8.760904486689469e-107,1.7098548646317197e-177,8.489301226828456e-156,2.7763327142805056e-103,5.264990359678389e-96,1.3366291200739257e-261,2.971255392437203e-237,3.0222909949711814e-132,2.4045958778666927e-207,6.373801364774756e-122,2.1188761067162613e-139,2.752526983738272e-92,7.381630860102625e-181,2.498569084524469e-116,1.1056548899247309e-216,5.475530282184912e-145
