itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
319870,2,KBSTAR KRX300미국달러선물혼합,15375,2,105,0.69,15455.0,15.2452,19,0,108
322150,2,KINDEX 스마트하이베타,15025,2,225,1.52,15028.0,12.5047,11,0,105
300950,2,KODEX 게임산업,13140,2,145,1.12,13188.0,2.2423,7122,93,105
138920,5,KODEX 콩선물(H),11660,2,10,0.09,,21.0389,2746,32,105
322130,2,KINDEX 스마트로우볼,17385,2,105,0.61,17455.0,12.1349,11,0,104
105780,2,KBSTAR 5대그룹주,8590,2,125,1.48,8588.0,15.2484,4584,39,103
208470,4,SMART 선진국MSCI World(합성 H),17090,2,135,0.8,,6.1678,88,1,103
145850,2,TREX 펀더멘탈 200,40785,2,275,0.68,40972.0,13.3305,3,0,102
200030,4,KODEX 미국S&P산업재(합성),19025,5,-80,-0.42,,12.6806,18291,346,102
333970,2,ARIRANG KS밸류가중TR,15490,2,175,1.14,15484.0,11.5846,823,12,101
261060,2,TIGER 코스닥150IT,15590,2,275,1.8,15636.0,1.8962,636,9,100
227570,2,TIGER 우량가치,11405,2,70,0.62,11406.0,10.9099,21678,246,99
261070,2,TIGER 코스닥150바이오테크,13320,2,360,2.78,13503.0,-17.9747,1716,22,99
365780,6,KINDEX 국고채10년,96320,5,-455,-0.47,96385.0,-2.0744,190,18,98
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12275,2,30,0.24,12280.0,5.1524,11596,142,98
342140,7,KINDEX 모닝스타싱가포르리츠채권혼합,9800,5,-25,-0.25,,-0.7075,22,0,98
101280,4,KODEX 일본TOPIX100,16150,2,150,0.94,,7.9622,1054,16,97
352540,7,KODEX TSE일본리츠(H),11985,2,85,0.71,,13.1716,9144,109,96
252650,1,KODEX 200동일가중,11880,2,210,1.8,11882.0,9.9905,4,0,95
225030,4,TIGER 미국S&P500선물인버스(H),4300,5,-20,-0.46,,-7.3955,19445,83,95
213630,4,ARIRANG 미국다우존스고배당주(합성 H),14980,2,90,0.6,,17.244,19114,284,94
205720,4,KINDEX 일본TOPIX인버스(합성 H),4485,5,-55,-1.21,,-7.5357,9909,44,94
220130,4,SMART 중국본토 중소형 CSI500(합성 H),5205,2,55,1.07,,0.3898,734,3,94
277640,2,TIGER 코스피대형주,15495,2,165,1.08,15523.0,12.3817,311,4,93
234310,2,KBSTAR V&S셀렉트밸류,15405,2,105,0.69,15479.0,11.516,38,0,92
292560,7,TIGER 일본엔선물,10265,5,-85,-0.82,10285.0,0.0,26,0,92
315480,2,KBSTAR 200커뮤니케이션서비스,18345,2,195,1.07,18366.0,14.511,88,1,92
354350,4,HANARO 글로벌럭셔리S&P(합성),16600,2,110,0.67,,15.4357,19094,316,91
252730,2,KBSTAR 모멘텀로우볼,16570,2,80,0.49,16643.0,17.7016,23,0,91
105010,4,TIGER 라틴35,3185,2,95,3.07,,-1.9048,53820,170,89
137930,3,마이다스 200커버드콜5%OTM,14770,3,0,0.0,14948.0,2.8193,0,0,89
333960,2,ARIRANG KS모멘텀가중TR,16090,2,355,2.26,16081.0,9.3467,784,12,88
307510,2,TIGER 의료기기,17500,2,325,1.89,17566.0,-16.0968,173,2,88
253230,3,KOSEF 200선물인버스2X,2085,5,-50,-2.34,2083.0,-24.6914,104530,217,87
346000,6,HANARO KAP초장기국고채,46150,5,-385,-0.83,46250.0,-4.9977,209,9,85
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9985,3,0,0.0,,2.8851,2258,22,85
300640,2,KBSTAR 게임테마,14005,2,270,1.97,14040.0,6.4728,6153,85,84
275280,2,KODEX MSCI모멘텀,13790,2,120,0.88,13880.0,9.7991,281,3,83
131890,2,KINDEX 삼성그룹동일가중,16505,2,75,0.46,16582.0,2.8804,426,7,83
185680,4,KODEX 미국S&P바이오(합성),36470,2,1370,3.9,,3.6009,2776,101,82
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),10185,2,135,1.34,,,2173,22,81
181480,7,KINDEX 미국다우존스리츠(합성 H),81200,2,835,1.04,,5.5836,843,67,81
117690,4,TIGER 차이나항셍25,18030,2,75,0.42,,15.6596,11391,205,81
333940,2,ARIRANG KS로우볼가중TR,13520,2,110,0.82,13520.0,9.6035,575,7,81
102960,2,KODEX 기계장비,4910,2,140,2.94,4926.0,-0.2093,48139,235,80
375760,2,HANARO 탄소효율그린뉴딜,9935,2,115,1.17,9934.0,,43168,428,79
305050,1,KINDEX 코스피,31290,2,385,1.25,31296.0,10.7706,27,0,78
251890,1,KINDEX 코스닥(합성),13035,3,0,0.0,13307.0,-2.1764,0,0,78
159800,1,마이티 코스피100,32430,2,455,1.42,32504.0,11.664,22,0,78
322120,2,KINDEX 스마트퀄리티,19330,2,235,1.23,19329.0,11.4385,11,0,77
377990,2,TIGER Fn신재생에너지,9655,2,505,5.52,9656.0,,98117,944,77
174350,2,TIGER 로우볼,11680,3,0,0.0,11715.0,6.9107,1421,16,77
368470,2,KINDEX Fn K-뉴딜디지털플러스,15180,2,165,1.1,15180.0,6.113,89,1,76
166400,3,TIGER 200커버드콜5%OTM,15100,2,135,0.9,15136.0,4.213,3,0,76
261110,7,TIGER 미국달러선물레버리지,9340,5,-105,-1.11,9363.0,8.5008,2417,22,75
215620,2,흥국 S&P코리아로우볼,10820,3,0,0.0,10975.0,7.6081,0,0,75
139320,5,TIGER 금은선물(H),9305,5,-75,-0.8,,-4.6264,10985,102,74
376250,2,ARIRANG 탄소효율그린뉴딜,9910,2,115,1.17,9921.0,,1934,19,74
211260,2,KINDEX 배당성장,37075,2,305,0.83,37278.0,10.9033,15,0,74
373790,4,KOSEF 미국방어배당성장나스닥,10500,2,65,0.62,,,303,3,74
104530,2,KOSEF 고배당,8165,2,25,0.31,8170.0,6.5445,3672,29,73
261140,2,TIGER 우선주,14655,2,280,1.95,14661.0,13.9697,340,4,73
291630,3,KOSEF 코스닥150선물레버리지,6035,2,200,3.43,6043.0,-12.8455,7885,47,73
266390,2,KODEX 경기소비재,12165,2,125,1.04,12165.0,15.7135,13222,160,73
147970,2,TIGER 모멘텀,22800,2,375,1.67,22753.0,12.9324,515,11,73
280920,2,ARIRANG 주도업종,12095,2,160,1.34,12095.0,14.3747,286,3,73
298340,6,ARIRANG 국채선물3년,53345,3,0,0.0,53343.0,-0.2432,3,0,73
145670,3,KINDEX 인버스,4790,5,-70,-1.44,4784.0,-12.3535,52346,251,72
256450,4,ARIRANG 심천차이넥스트(합성),11975,5,-70,-0.58,,10.5553,5023,60,72
371150,4,KBSTAR 차이나항셍테크,11045,2,245,2.27,,,11034,121,72
211560,2,TIGER 배당성장,18370,2,200,1.1,18443.0,11.0228,6558,120,72
291130,4,KINDEX 멕시코MSCI(합성),8880,2,50,0.57,,5.2443,1097,9,71
139240,2,TIGER 200 철강소재,8170,2,50,0.62,8194.0,8.8471,45537,370,70
302170,6,TIGER 국채선물3년인버스,49860,3,0,0.0,49883.0,0.433,0,0,70
314700,2,HANARO 농업융복합산업,12225,2,230,1.92,12217.0,7.5302,539,6,67
266550,2,ARIRANG 중형주저변동50,11085,2,140,1.28,11107.0,8.1521,10732,118,67
300610,2,TIGER K게임,12060,2,205,1.73,12111.0,6.3705,1353,16,66
238670,7,ARIRANG 스마트베타Quality채권혼합,11045,2,40,0.36,11044.0,2.9948,22,0,66
292100,2,TIGER 대형성장,13120,2,300,2.34,13092.0,7.2803,10,0,66
289480,2,TIGER 200커버드콜ATM,10910,3,0,0.0,10962.0,4.6522,0,0,65
157500,2,TIGER 증권,4605,2,85,1.88,4615.0,2.2624,4108,18,65
296710,2,KODEX FnKorea50,10845,2,90,0.84,10849.0,8.8562,127,1,65
252000,1,TIGER 200동일가중,11805,3,0,0.0,12030.0,10.6373,0,0,65
139290,2,TIGER 200 경기소비재,18995,2,255,1.36,18992.0,16.145,1224,23,65
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),8925,5,-160,-1.76,,,148,1,64
275300,2,KODEX MSCI퀄리티,10700,3,0,0.0,10786.0,-2.1938,0,0,64
244660,2,KODEX 퀄리티Plus,10610,2,105,1.0,10621.0,4.1129,112,1,64
368200,2,KBSTAR Fn K-뉴딜디지털플러스,12695,2,195,1.56,12707.0,5.4407,1247,15,63
289670,6,ARIRANG 국채선물10년,55950,5,-120,-0.21,55943.0,-2.5971,42,2,63
342600,6,KBSTAR KRX국채선물3년10년스티프너2X,52170,2,30,0.06,52167.0,1.1052,662,34,63
307520,2,TIGER 지주회사,11380,2,115,1.02,11430.0,-0.0444,399,4,63
226980,1,KODEX 200 중소형,12430,2,375,3.11,12425.0,10.9526,14683,181,62
292110,2,TIGER 대형가치,12410,2,100,0.81,12439.0,13.876,478,5,62
309210,2,ARIRANG KRX300헬스케어,13480,2,270,2.04,13604.0,-19.7936,513,6,62
342500,6,KBSTAR KRX국채선물3년10년스티프너,51290,2,20,0.04,51277.0,0.6181,5,0,62
192720,2,파워 고배당저변동성,29200,2,40,0.14,29325.0,8.0,515,15,61
195970,4,ARIRANG 선진국MSCI(합성 H),11765,2,165,1.42,,5.8394,6481,75,61
306530,3,HANARO 코스닥150선물레버리지,12205,2,435,3.7,12242.0,-12.5233,2770,33,61
292340,2,마이티 200커버드콜ATM레버리지,10145,2,125,1.25,10149.0,8.5002,7,0,61
176710,6,파워 중기국고채,100725,3,0,0.0,100668.0,-0.2674,0,0,60
291890,4,KODEX MSCI EM선물(H),10875,2,55,0.51,,7.288,1151,12,60
342610,6,KBSTAR KRX국채선물3년10년플래트너,49630,5,-10,-0.02,49612.0,-0.4013,5,0,60
098560,2,TIGER 방송통신,8465,2,205,2.48,8446.0,9.9135,9277,78,59
226380,2,KINDEX Fn성장소비주도주,7355,2,55,0.75,7417.0,4.3602,212,1,59
342620,6,KBSTAR KRX국채선물3년10년플래트너2X,48905,5,-100,-0.2,48885.0,-0.6891,5,0,59
302180,6,TIGER 국채선물10년인버스,48555,3,0,0.0,48676.0,2.8054,0,0,58
301440,2,ARIRANG 코스피중형주,11505,2,160,1.41,11510.0,6.028,30,0,58
292140,2,TIGER 중소형가치,11495,2,185,1.64,11548.0,8.1261,8844,101,57
281990,2,KBSTAR 중소형고배당,11275,2,155,1.39,11315.0,9.5027,457,5,56
267440,4,KBSTAR 미국장기국채선물(H),11180,5,-25,-0.22,,-8.4933,59,0,56
271050,5,KODEX WTI원유선물인버스(H),9705,5,-130,-1.32,,-27.737,15399,149,56
301410,3,ARIRANG 코스닥150선물인버스,7425,5,-145,-1.92,7425.0,3.9121,14419,107,56
292130,2,TIGER 중소형성장,11045,2,280,2.6,11077.0,-4.0125,5392,59,55
217790,2,TIGER 가격조정,24965,3,0,0.0,25388.0,11.3167,0,0,55
253280,2,KBSTAR 헬스케어,15630,2,260,1.69,15691.0,-17.8953,926,14,55
371870,4,KINDEX 차이나항셍테크,10900,2,265,2.49,,,3325,36,55
334690,5,KBSTAR 팔라듐선물(H),13470,2,135,1.01,,-3.3696,1516,20,54
300290,2,KBSTAR 중소형모멘텀밸류,11965,2,220,1.87,12006.0,7.6042,111440,1329,54
261920,4,KINDEX 필리핀MSCI(합성),13400,5,-60,-0.45,,-3.6507,89,1,54
289250,2,TIGER MSCI KOREA ESG유니버설,12735,2,115,0.91,12783.0,12.0582,656,8,53
326230,2,KBSTAR 내수주플러스,10580,2,100,0.95,10601.0,1.4029,30,0,53
250730,4,KBSTAR 차이나HSCEI(H),12985,2,170,1.33,,7.3283,1745,22,52
269370,4,TIGER S&P글로벌인프라(합성),10330,2,75,0.73,,7.5398,265,2,52
290080,2,KBSTAR 200고배당커버드콜ATM,7360,3,0,0.0,7351.0,0.136,9,0,52
152280,1,KOSEF 200 선물,19015,2,215,1.14,18999.0,12.2053,1,0,51
292770,6,KODEX 국채선물3년인버스,49845,3,0,0.0,49853.0,0.4838,0,0,51
261270,7,KODEX 미국달러선물인버스,10145,2,40,0.4,10156.0,-4.3088,1860,18,51
299080,6,KINDEX 국채선물3년인버스,99600,3,0,0.0,99640.0,0.4589,0,0,50
189400,4,ARIRANG 글로벌MSCI(합성 H),16410,2,195,1.2,,4.478,1005,16,49
261260,7,KODEX 미국달러선물인버스2X,9765,2,95,0.98,9770.0,-8.7736,11690,114,49
284990,2,KBSTAR 200에너지화학,13490,2,295,2.24,13484.0,14.6394,2514,33,49
299070,6,KINDEX 국채선물10년인버스,96180,2,500,0.52,96058.0,2.5124,2,0,48
304670,4,KODEX 미국채울트라30년선물인버스(H),7925,2,100,1.28,,12.106,6705,52,48
244670,2,KODEX 밸류Plus,9500,2,100,1.06,9502.0,11.1111,1426,13,48
333980,2,ARIRANG KS퀄리티가중TR,15625,2,250,1.63,15620.0,8.6572,201,3,47
291660,4,KODEX China H선물인버스(H),9225,5,-130,-1.39,,-8.598,723,6,46
252410,3,KBSTAR 200선물인버스,5050,5,-85,-1.66,5059.0,-12.3721,2379,12,45
291620,3,KOSEF 코스닥150선물인버스,8480,5,-195,-2.25,8503.0,4.2042,4451,38,45
275750,1,KBSTAR 코스닥150선물인버스,4960,5,-105,-2.07,4949.0,4.5407,20578,102,45
295820,1,ARIRANG 200동일가중,10915,2,155,1.44,10905.0,10.985,20,0,44
227550,2,TIGER 200 산업재,6160,2,100,1.65,6161.0,18.5909,350282,2142,43
287330,2,KBSTAR 200생활소비재,8895,2,55,0.62,8904.0,3.7558,620,5,43
227560,2,TIGER 200 생활소비재,11705,2,130,1.12,11699.0,3.4405,1230,14,42
267450,4,KBSTAR 미국장기국채선물인버스(H),8395,2,30,0.36,,9.7769,1971,16,42
321410,7,KODEX 멀티에셋하이인컴(H),10490,2,85,0.82,,-0.1919,824,8,42
253240,3,KOSEF 200선물인버스,5075,5,-45,-0.88,5059.0,-12.628,3311,16,42
278420,2,ARIRANG ESG우수기업,9055,2,50,0.56,9066.0,8.9534,942,8,41
333950,2,ARIRANG KS로우사이즈가중TR,16185,2,275,1.73,16184.0,9.7619,186,2,40
295020,6,KBSTAR 국채선물10년인버스,47935,2,130,0.27,47924.0,2.718,24,1,40
269530,4,ARIRANG S&P글로벌인프라,10965,2,65,0.6,,5.4668,244,2,38
280940,4,KODEX 골드선물인버스(H),7585,2,15,0.2,,5.6524,3068,23,38
217770,4,TIGER 원유선물인버스(H),6825,5,-105,-1.52,,-28.9231,3259,22,38
140570,2,KBSTAR 수출주,12415,2,205,1.68,12460.0,12.3275,77,0,37
139310,5,TIGER 금속선물(H),6205,5,-20,-0.32,,8.544,8489,52,37
252720,2,KBSTAR 모멘텀밸류,14835,2,30,0.2,14894.0,18.1564,4253,63,37
291680,4,KBSTAR 차이나H선물인버스(H),9085,5,-85,-0.93,,-8.8016,1,0,36
267490,4,KBSTAR 미국장기국채선물레버리지(합성 H),11990,5,-55,-0.46,,-17.0455,16,0,36
170350,2,TIGER 베타플러스,19565,2,190,0.98,19617.0,16.1222,17,0,35
301400,1,ARIRANG 코스닥150,13995,2,235,1.71,14074.0,-5.8502,167,2,35
140580,2,KBSTAR 우량업종,11640,2,30,0.26,11674.0,7.8495,759,8,35
300280,2,KBSTAR 중소형모멘텀로우볼,10245,2,130,1.29,10323.0,1.15,6,0,31
295000,6,KBSTAR 국채선물10년,55100,5,-180,-0.33,55100.0,-2.5732,309,17,30
292570,7,TIGER 일본엔선물레버리지,9870,5,-120,-1.2,9914.0,-0.942,994,9,30
292580,7,TIGER 일본엔선물인버스,9595,5,-25,-0.26,9648.0,-0.1557,37,0,29
309170,2,ARIRANG KRX300IT,20010,2,325,1.65,20009.0,16.3759,8020,159,28
292590,7,TIGER 일본엔선물인버스2X,8820,2,45,0.51,8825.0,0.0,6425,56,26
291610,1,KOSEF 코스닥150선물,9135,2,155,1.73,9133.0,-5.6723,6,0,26
284980,2,KBSTAR 200금융,8485,5,-80,-0.93,8510.0,8.831,9615,81,25
260200,2,KOSEF 배당바이백Plus,16360,2,120,0.74,16430.0,13.2496,8,0,25
260270,2,KOSEF 저PBR가중,15990,2,190,1.2,16005.0,15.0345,117,1,24
287310,2,KBSTAR 200경기소비재,11770,2,165,1.42,11816.0,16.1661,90,1,24
285010,2,KBSTAR 200중공업,8975,2,270,3.1,8991.0,-3.0084,1916,17,23
334700,5,KBSTAR 팔라듐선물인버스(H),5255,5,-40,-0.76,,-0.0944,471,2,21
267500,4,KBSTAR 미국장기국채선물인버스2X(합성 H),6790,2,70,1.04,,17.7914,7070,47,20
287300,2,KBSTAR 200건설,11275,2,295,2.69,11310.0,10.7971,1270,14,20
285020,2,KBSTAR 200철강소재,7830,2,20,0.26,7865.0,9.4604,2407,18,19
287320,2,KBSTAR 200산업재,10955,2,195,1.81,10964.0,16.4502,198,2,13
