itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
183710,7,KBSTAR 주식혼합,43780,5,-120,-0.27,43750.0,9.6266,14,0,109
237440,7,TIGER 경기방어채권혼합,9875,5,-25,-0.25,9867.0,-1.5416,4861,47,109
319870,2,KBSTAR KRX300미국달러선물혼합,15335,5,-55,-0.36,15273.0,20.0,112,1,107
138920,5,KODEX 콩선물(H),11875,5,-105,-0.88,,25.0521,6011,71,107
298340,6,ARIRANG 국채선물3년,53225,5,-205,-0.38,53245.0,-0.0749,6,0,106
277640,2,TIGER 코스피대형주,15095,5,-65,-0.43,15113.0,13.4136,363,5,106
352560,7,KODEX 다우존스미국리츠(H),11595,2,25,0.22,,2.2084,919,10,104
300950,2,KODEX 게임산업,12935,5,-70,-0.54,12931.0,2.6845,9779,125,103
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),14700,5,-270,-1.8,,8.6751,7746,113,103
322130,2,KINDEX 스마트로우볼,17085,5,-55,-0.32,17056.0,13.887,20,0,103
196030,4,KINDEX 일본TOPIX레버리지(H),20500,2,400,1.99,,16.8604,5618,112,103
322150,2,KINDEX 스마트하이베타,14635,5,-50,-0.34,14600.0,15.8123,55,0,102
145850,2,TREX 펀더멘탈 200,40415,5,-20,-0.05,40337.0,16.8472,1,0,101
200030,4,KODEX 미국S&P산업재(합성),18910,2,265,1.42,,10.6199,15687,296,101
208470,4,SMART 선진국MSCI World(합성 H),16700,2,180,1.09,,3.3145,53,0,100
261060,2,TIGER 코스닥150IT,15160,5,-175,-1.14,15157.0,3.2659,61442,923,100
105780,2,KBSTAR 5대그룹주,8305,5,-35,-0.42,8308.0,15.6726,9976,82,100
333970,2,ARIRANG KS밸류가중TR,15210,5,-70,-0.46,15267.0,15.7137,34,0,99
365780,6,KINDEX 국고채10년,96680,5,-40,-0.04,96542.0,-2.2132,3983,383,99
140710,2,KODEX 운송,5435,5,-190,-3.38,5440.0,22.549,170444,962,98
266160,2,KBSTAR 고배당,12185,2,105,0.87,12181.0,13.5551,52541,639,97
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12180,5,-40,-0.33,12175.0,6.0763,14084,171,97
342140,7,KINDEX 모닝스타싱가포르리츠채권혼합,9710,5,-160,-1.62,,-0.1013,98,0,97
225030,4,TIGER 미국S&P500선물인버스(H),4410,5,-20,-0.45,,-4.7312,60548,266,97
101280,4,KODEX 일본TOPIX100,15850,2,30,0.19,,9.3296,1604,25,95
205720,4,KINDEX 일본TOPIX인버스(합성 H),4510,5,-90,-1.96,,-7.2581,13444,61,95
352540,7,KODEX TSE일본리츠(H),11800,2,45,0.38,,12.3268,566,6,94
261070,2,TIGER 코스닥150바이오테크,12710,5,-70,-0.55,12847.0,-15.1958,5059,63,94
220130,4,SMART 중국본토 중소형 CSI500(합성 H),5185,5,-90,-1.71,,-0.2836,1103,5,93
292560,7,TIGER 일본엔선물,10300,5,-10,-0.1,10337.0,0.0485,15304,157,93
227570,2,TIGER 우량가치,11345,2,65,0.58,11349.0,15.3964,39476,447,92
252650,1,KODEX 200동일가중,11475,5,-275,-2.34,11613.0,14.9706,2,0,92
234310,2,KBSTAR V&S셀렉트밸류,15185,3,0,0.0,15164.0,13.4055,123,1,91
253230,3,KOSEF 200선물인버스2X,2200,2,35,1.62,2215.0,-27.1044,414274,920,91
252730,2,KBSTAR 모멘텀로우볼,16125,5,-130,-0.8,16111.0,17.9608,14,0,89
354350,4,HANARO 글로벌럭셔리S&P(합성),16060,2,370,2.36,,8.5813,5830,93,88
315480,2,KBSTAR 200커뮤니케이션서비스,17530,5,-170,-0.96,17609.0,13.2437,337,5,88
137930,3,마이다스 200커버드콜5%OTM,14520,5,-195,-1.33,14606.0,3.2269,1,0,87
152280,1,KOSEF 200 선물,18510,5,-140,-0.75,18455.0,13.9975,53,0,87
346000,6,HANARO KAP초장기국고채,46235,5,-125,-0.27,46366.0,-5.4785,322,14,85
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9965,2,95,0.96,,2.3858,1941,19,85
333960,2,ARIRANG KS모멘텀가중TR,15380,5,-270,-1.73,15452.0,11.0322,1026,15,85
307510,2,TIGER 의료기기,16910,5,-10,-0.06,17059.0,-16.8142,3164,52,85
105010,4,TIGER 라틴35,2985,5,-50,-1.65,,-0.2302,19514,58,84
300640,2,KBSTAR 게임테마,13825,5,-35,-0.25,13790.0,7.4418,17135,234,83
131890,2,KINDEX 삼성그룹동일가중,16315,5,-10,-0.06,16303.0,4.849,20644,333,82
275280,2,KODEX MSCI모멘텀,13335,5,-130,-0.97,13340.0,9.9183,19,0,80
333940,2,ARIRANG KS로우볼가중TR,13270,5,-75,-0.56,13317.0,12.3789,53,0,80
174350,2,TIGER 로우볼,11680,2,55,0.47,11679.0,10.0331,995,11,79
213630,4,ARIRANG 미국다우존스고배당주(합성 H),14940,2,425,2.93,,14.4264,150429,2245,79
181480,7,KINDEX 미국다우존스리츠(합성 H),79060,2,500,0.64,,1.5643,234,18,79
117690,4,TIGER 차이나항셍25,17560,5,-130,-0.73,,14.4909,2861,50,79
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),9750,2,60,0.62,,,1928,18,78
375760,2,HANARO 탄소효율그린뉴딜,9695,5,-45,-0.46,9691.0,,31344,301,78
159800,1,마이티 코스피100,32160,3,0,0.0,31706.0,14.306,0,0,77
251890,1,KINDEX 코스닥(합성),12810,5,-220,-1.69,12895.0,-0.2679,32,0,77
261140,2,TIGER 우선주,14215,5,-150,-1.04,14220.0,17.5628,5025,71,77
305050,1,KINDEX 코스피,30535,5,-190,-0.62,30496.0,12.9387,258,7,76
261110,7,TIGER 미국달러선물레버리지,9520,2,120,1.28,9529.0,8.9855,7155,68,76
322120,2,KINDEX 스마트퀄리티,18825,5,-155,-0.82,18791.0,13.7207,84,1,75
185680,4,KODEX 미국S&P바이오(합성),33425,5,-700,-2.05,,5.5521,3077,102,75
102960,2,KODEX 기계장비,4755,2,55,1.17,4759.0,4.0974,26403,123,75
215620,2,흥국 S&P코리아로우볼,10810,5,-75,-0.69,10882.0,10.8452,23,0,75
166400,3,TIGER 200커버드콜5%OTM,14740,5,-175,-1.17,14785.0,4.5566,7,0,74
145670,3,KINDEX 인버스,4905,2,40,0.82,4929.0,-13.97,67869,335,74
139320,5,TIGER 금은선물(H),9140,5,-85,-0.92,,-8.0718,13440,122,73
211260,2,KINDEX 배당성장,36560,5,-235,-0.64,36494.0,14.1107,24,0,73
104530,2,KOSEF 고배당,8100,2,35,0.43,8110.0,9.2818,11588,93,73
377990,2,TIGER Fn신재생에너지,9080,5,-195,-2.1,9098.0,,61539,554,73
376250,2,ARIRANG 탄소효율그린뉴딜,9670,5,-40,-0.41,9675.0,,2850,27,73
373790,4,KOSEF 미국방어배당성장나스닥,10300,2,120,1.18,,,780,8,72
368470,2,KINDEX Fn K-뉴딜디지털플러스,14360,5,-300,-2.05,14335.0,6.0397,106,1,72
266390,2,KODEX 경기소비재,11960,2,75,0.63,11947.0,17.4987,19237,230,72
256450,4,ARIRANG 심천차이넥스트(합성),11830,5,-270,-2.23,,7.6512,11199,130,71
147970,2,TIGER 모멘텀,22180,5,-415,-1.84,22118.0,14.8878,7,0,71
211560,2,TIGER 배당성장,18050,5,-125,-0.69,18053.0,13.4802,491,8,70
280920,2,ARIRANG 주도업종,11660,5,-105,-0.89,11646.0,14.4455,3117,36,70
302170,6,TIGER 국채선물3년인버스,49910,2,115,0.23,49946.0,0.292,2,0,70
139240,2,TIGER 200 철강소재,8280,5,-80,-0.96,8278.0,18.8343,41713,348,70
291130,4,KINDEX 멕시코MSCI(합성),8565,2,115,1.36,,1.4405,1267,10,69
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),9420,2,250,2.73,,,1958,18,68
291630,3,KOSEF 코스닥150선물레버리지,5595,5,-100,-1.76,5506.0,-9.4595,8854,48,68
371150,4,KBSTAR 차이나항셍테크,10260,5,-115,-1.11,,,25705,263,67
300610,2,TIGER K게임,11960,5,-30,-0.25,11933.0,7.9207,6439,76,66
238670,7,ARIRANG 스마트베타Quality채권혼합,10955,5,-45,-0.41,10976.0,3.9206,322,3,66
266550,2,ARIRANG 중형주저변동50,10895,5,-15,-0.14,10943.0,11.7827,323,3,65
170350,2,TIGER 베타플러스,19225,5,-190,-0.98,19209.0,19.1835,5,0,65
314700,2,HANARO 농업융복합산업,11830,5,-45,-0.38,11803.0,9.3462,644,7,65
252000,1,TIGER 200동일가중,11825,3,0,0.0,11759.0,14.3064,50,0,65
289480,2,TIGER 200커버드콜ATM,10585,5,-200,-1.85,10732.0,3.4036,4,0,64
296710,2,KODEX FnKorea50,10560,5,-90,-0.85,10601.0,11.6352,202,2,63
275300,2,KODEX MSCI퀄리티,10510,5,-90,-0.85,10537.0,-2.2592,33,0,63
244660,2,KODEX 퀄리티Plus,10500,5,-80,-0.76,10523.0,9.0159,375,3,63
292100,2,TIGER 대형성장,12550,5,-195,-1.53,12576.0,8.8385,46,0,63
289670,6,ARIRANG 국채선물10년,56000,5,-75,-0.13,55989.0,-2.7067,25,1,63
250730,4,KBSTAR 차이나HSCEI(H),12510,5,-180,-1.42,,6.1036,1742,21,63
342600,6,KBSTAR KRX국채선물3년10년스티프너2X,52045,5,-190,-0.36,52062.0,1.3583,783,40,62
157500,2,TIGER 증권,4445,2,5,0.11,4442.0,1.9517,30244,134,62
301440,2,ARIRANG 코스피중형주,11225,5,-95,-0.84,11277.0,9.2136,39,0,62
307520,2,TIGER 지주회사,11190,5,-20,-0.18,11164.0,5.0609,672,7,62
342500,6,KBSTAR KRX국채선물3년10년스티프너,51230,5,-85,-0.17,51229.0,0.746,16,0,61
192720,2,파워 고배당저변동성,29270,2,350,1.21,29248.0,11.188,701,20,61
292110,2,TIGER 대형가치,12205,5,-85,-0.69,12231.0,17.0476,643,7,61
176710,6,파워 중기국고채,101020,3,0,0.0,100584.0,0.0396,0,0,61
139290,2,TIGER 200 경기소비재,18850,2,70,0.37,18804.0,19.3897,5897,110,60
368200,2,KBSTAR Fn K-뉴딜디지털플러스,12005,5,-240,-1.96,12002.0,5.6058,997,11,60
226980,1,KODEX 200 중소형,12000,5,-195,-1.6,12019.0,16.8103,3740,45,60
342610,6,KBSTAR KRX국채선물3년10년플래트너,49690,2,85,0.17,49675.0,-0.4915,8,0,60
195970,4,ARIRANG 선진국MSCI(합성 H),11450,2,140,1.24,,3.4293,8113,92,60
309210,2,ARIRANG KRX300헬스케어,12940,5,-130,-0.99,13038.0,-18.6684,1025,13,60
342620,6,KBSTAR KRX국채선물3년10년플래트너2X,49095,2,200,0.41,49038.0,-0.9521,6,0,59
302180,6,TIGER 국채선물10년인버스,48640,2,195,0.4,48605.0,2.6485,118,5,58
226380,2,KINDEX Fn성장소비주도주,7250,5,-80,-1.09,7299.0,7.7941,4117,29,58
292340,2,마이티 200커버드콜ATM레버리지,9650,5,-190,-1.93,9691.0,7.1895,20,0,58
291890,4,KODEX MSCI EM선물(H),10520,5,-10,-0.09,,5.1422,2835,29,58
098560,2,TIGER 방송통신,8235,5,-20,-0.24,8233.0,11.9322,55095,451,58
306530,3,HANARO 코스닥150선물레버리지,11350,5,-180,-1.56,11209.0,-9.1769,16164,180,57
292140,2,TIGER 중소형가치,11205,5,-125,-1.1,11277.0,11.3513,237,2,56
267440,4,KBSTAR 미국장기국채선물(H),11180,2,60,0.54,,-8.8525,249,2,56
281990,2,KBSTAR 중소형고배당,11145,2,35,0.32,11134.0,13.3095,781,8,56
217790,2,TIGER 가격조정,24720,5,-110,-0.44,24696.0,13.5241,12,0,54
261920,4,KINDEX 필리핀MSCI(합성),13575,2,230,1.72,,-2.9808,263,3,54
334690,5,KBSTAR 팔라듐선물(H),13415,5,-135,-1.0,,-0.9503,4173,55,54
292130,2,TIGER 중소형성장,10675,5,-160,-1.48,10735.0,-1.9458,4048,43,53
253280,2,KBSTAR 헬스케어,15205,5,-165,-1.07,15197.0,-16.3082,61783,940,53
300290,2,KBSTAR 중소형모멘텀밸류,11665,5,-135,-1.14,11725.0,11.6367,20,0,52
289250,2,TIGER MSCI KOREA ESG유니버설,12480,5,-45,-0.36,12476.0,13.6879,21887,272,52
326230,2,KBSTAR 내수주플러스,10415,2,5,0.05,10407.0,3.7369,11410,119,52
290080,2,KBSTAR 200고배당커버드콜ATM,7370,2,65,0.89,7363.0,0.9814,29,0,52
269370,4,TIGER S&P글로벌인프라(합성),10195,2,205,2.05,,4.4869,258,2,51
292770,6,KODEX 국채선물3년인버스,49900,2,115,0.23,49927.0,0.2618,62,3,51
371870,4,KINDEX 차이나항셍테크,10140,5,-115,-1.12,,,23214,236,51
261270,7,KODEX 미국달러선물인버스,10060,5,-75,-0.74,10069.0,-4.477,2820,28,50
301410,3,ARIRANG 코스닥150선물인버스,7730,2,45,0.59,7794.0,2.1941,54652,427,50
299080,6,KINDEX 국채선물3년인버스,99500,3,0,0.0,99774.0,0.353,0,0,50
291660,4,KODEX China H선물인버스(H),9610,2,130,1.37,,-7.3767,975,9,48
299070,6,KINDEX 국채선물10년인버스,96060,2,245,0.26,95932.0,2.7727,19,1,48
189400,4,ARIRANG 글로벌MSCI(합성 H),15840,5,-60,-0.38,,2.846,230,3,48
304670,4,KODEX 미국채울트라30년선물인버스(H),7885,5,-35,-0.44,,12.1019,26546,209,47
244670,2,KODEX 밸류Plus,9370,2,20,0.21,9383.0,16.5109,487,4,47
291620,3,KOSEF 코스닥150선물인버스,8830,2,75,0.86,8926.0,1.9208,19049,169,47
252410,3,KBSTAR 200선물인버스,5195,2,30,0.58,5217.0,-13.9167,36598,190,47
271050,5,KODEX WTI원유선물인버스(H),9780,2,250,2.62,,-32.0984,46664,456,46
284990,2,KBSTAR 200에너지화학,12895,5,-305,-2.31,12889.0,18.1208,921,11,46
275750,1,KBSTAR 코스닥150선물인버스,5145,2,45,0.88,5194.0,1.8981,96944,503,46
261260,7,KODEX 미국달러선물인버스2X,9605,5,-135,-1.39,9604.0,-8.8442,44244,424,46
333980,2,ARIRANG KS퀄리티가중TR,15125,5,-175,-1.14,15176.0,11.516,23,0,45
253240,3,KOSEF 200선물인버스,5200,2,30,0.58,5214.0,-14.0483,11495,59,43
295820,1,ARIRANG 200동일가중,10605,5,-55,-0.52,10655.0,13.7673,31,0,42
287330,2,KBSTAR 200생활소비재,8795,2,10,0.11,8785.0,8.4567,675,5,42
267450,4,KBSTAR 미국장기국채선물인버스(H),8405,5,-40,-0.47,,9.533,3220,27,42
321410,7,KODEX 멀티에셋하이인컴(H),10350,5,-20,-0.19,,-0.4321,237,2,41
227560,2,TIGER 200 생활소비재,11490,5,-80,-0.69,11536.0,8.8941,2766,31,41
227550,2,TIGER 200 산업재,5885,5,-135,-2.24,5889.0,23.8683,11599,69,41
292570,7,TIGER 일본엔선물레버리지,10010,2,15,0.15,10004.0,-0.2993,1385,13,40
278420,2,ARIRANG ESG우수기업,8880,5,-75,-0.84,8918.0,10.7606,1094,9,40
295020,6,KBSTAR 국채선물10년인버스,47915,2,165,0.35,47858.0,2.7213,2465,118,39
333950,2,ARIRANG KS로우사이즈가중TR,15705,5,-180,-1.13,15766.0,13.3832,41,0,39
280940,4,KODEX 골드선물인버스(H),7725,2,10,0.13,,9.2776,10102,78,39
292580,7,TIGER 일본엔선물인버스,9585,2,30,0.31,9602.0,-1.1382,3,0,38
217770,4,TIGER 원유선물인버스(H),6870,2,225,3.39,,-33.7818,16078,110,38
269530,4,ARIRANG S&P글로벌인프라,10775,2,105,0.98,,5.2268,2776,29,38
291680,4,KBSTAR 차이나H선물인버스(H),9355,2,15,0.16,,-7.4332,3231,30,37
252720,2,KBSTAR 모멘텀밸류,14860,2,80,0.54,14857.0,21.646,1258,18,37
139310,5,TIGER 금속선물(H),6140,2,25,0.41,,9.3917,10113,62,37
140570,2,KBSTAR 수출주,12070,5,-65,-0.54,12051.0,15.7919,830,9,36
267490,4,KBSTAR 미국장기국채선물레버리지(합성 H),12000,2,120,1.01,,-17.097,551,6,36
292590,7,TIGER 일본엔선물인버스2X,8725,5,-40,-0.46,8752.0,-1.0164,14,0,35
300280,2,KBSTAR 중소형모멘텀로우볼,9970,5,-235,-2.3,10092.0,4.613,112,1,35
140580,2,KBSTAR 우량업종,11505,2,50,0.44,11490.0,10.4096,71,0,35
301400,1,ARIRANG 코스닥150,13450,5,-50,-0.37,13548.0,-4.3571,28326,378,34
291610,1,KOSEF 코스닥150선물,8785,5,-80,-0.9,8714.0,-3.746,2107,18,33
295000,6,KBSTAR 국채선물10년,55140,5,-90,-0.16,55180.0,-2.7727,77,4,30
309170,2,ARIRANG KRX300IT,19145,5,-195,-1.01,19229.0,15.843,6513,123,27
284980,2,KBSTAR 200금융,8590,2,190,2.26,8588.0,9.8039,18653,159,26
260200,2,KOSEF 배당바이백Plus,16210,2,5,0.03,16206.0,17.9403,3,0,24
260270,2,KOSEF 저PBR가중,15815,2,15,0.09,15812.0,21.2121,19,0,24
287310,2,KBSTAR 200경기소비재,11705,2,20,0.17,11701.0,19.5396,2244,26,23
285010,2,KBSTAR 200중공업,8750,2,210,2.46,8727.0,0.9456,1876,16,23
334700,5,KBSTAR 팔라듐선물인버스(H),5260,2,15,0.29,,-1.2242,102,0,21
267500,4,KBSTAR 미국장기국채선물인버스2X(합성 H),6750,5,-100,-1.46,,18.7175,9220,62,20
287300,2,KBSTAR 200건설,10895,2,65,0.6,10882.0,19.9335,2140,23,20
285020,2,KBSTAR 200철강소재,7945,5,-105,-1.3,7941.0,19.5248,8614,68,19
287320,2,KBSTAR 200산업재,10490,5,-225,-2.1,10496.0,21.4852,139,1,13
